s/n,service_satisfaction,outcome_satisfaction,phone_easeoffindingnumber,phone_helpfulness,phone_knowledge,phone_quality,phone_manner,phone_queryspeed,phone_answeringspeed,phone_holdingtime,phone_menu,phone_voicemail,writing_easeoffindingaddress,writing_clarity,writing_design,writing_quality,writing_speedresponse,inperson_knowledge,inperson_helpfulness,inperson_qualityadvice,inperson_location,inperson_manner,inperson_welcome,inperson_bizhours,inperson_facilities,inperson_queueing,inperson_formdesign,inperson_speedquery,inperson_helpwithforms,inperson_privacy,email_clarity,email_easeoffindingaddress,email_qualityadvice,email_speedresponse,gender,age,occupation,marital_status,monthly_income,highest_education_level,number_of_dependents,tech_savviness,communication
61,2,2,1,2,6,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,1,6,2,2,1,1,2,6,2,2,#NULL!,#NULL!,#NULL!,#NULL!,Male,Above50,IT,Married,Above 30000,Postgraduate,1,5,Bimonthly
62,1,1,1,2,2,2,2,1,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,2,2,2,2,1,1,2,6,2,2,#NULL!,#NULL!,#NULL!,#NULL!,Female,Above50,Others,Single,Above 30000,Postgraduate,2,5,Bimonthly
63,1,1,1,1,2,2,1,1,1,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,2,2,2,1,1,1,1,6,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,B&F,Married,Below 5000,Undergraduate,3,4,Bimonthly
64,2,2,2,1,2,1,1,1,1,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,6,1,1,1,1,1,6,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Female,Above50,B&F,Widowed,10001-20000,Postgraduate,5,5,Bimonthly
65,2,2,1,2,2,2,2,2,1,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,2,2,2,3,1,1,1,1,1,6,1,1,1,1,1,1,Female,20-29,B&F,Divorced,20001-30000,Undergraduate,1,4,Monthly
66,1,1,1,2,3,2,1,1,2,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,Female,30-39,B&F,Single,10001-20000,Postgraduate,5,5,Quarterly
67,2,2,2,3,3,2,2,2,1,2,6,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,2,2,2,2,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,Male,Below20,Others,Widowed,20001-30000,Postgraduate,4,4,Biweekly
68,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,1,1,2,2,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Male,Above50,Others,Widowed,10001-20000,Postgraduate,1,4,Quarterly
69,3,2,1,5,5,1,1,1,2,2,5,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,2,2,2,2,6,2,2,#NULL!,#NULL!,#NULL!,#NULL!,Female,Below20,B&F,Married,Above 30000,Primary&Below,1,4,Bimonthly
70,2,2,1,3,2,2,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,IT,Married,20001-30000,Undergraduate,4,5,Monthly
71,2,2,1,2,2,2,2,1,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,40-49,IT,Single,20001-30000,Undergraduate,1,5,Bimonthly
72,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,6,1,1,1,1,1,6,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,B&F,Widowed,10001-20000,Postgraduate,4,4,Bimonthly
73,1,1,1,1,1,1,1,2,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,20-29,IT,Widowed,5001-10000,Postgraduate,1,5,Bimonthly
74,2,2,1,5,5,1,2,1,1,1,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,Below20,Others,Married,5001-10000,Postgraduate,1,5,Bimonthly
75,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
76,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
77,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
79,2,2,1,1,2,1,1,1,1,1,6,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,40-49,IT,Single,10001-20000,Undergraduate,1,5,Biweekly
80,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
81,1,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,Below20,IT,Married,Above 30000,Undergraduate,4,5,Bimonthly
82,5,5,2,4,4,1,5,3,1,5,1,6,1,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,30-39,IT,Married,5001-10000,Primary&Below,5,3,Monthly
83,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
84,2,2,2,2,2,5,2,2,1,2,6,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,Below20,B&F,Single,Below 5000,Postgraduate,2,5,Bimonthly
85,5,5,1,1,2,5,5,1,5,5,6,6,2,6,2,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,Others,Widowed,Above 30000,Primary&Below,2,1,Monthly
86,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,B&F,Married,20001-30000,Postgraduate,2,4,Biweekly
87,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,Below20,Others,Single,Below 5000,Secondary,2,1,Biweekly
88,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Single,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
89,1,1,1,1,2,1,1,1,1,1,3,6,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,Female,Below20,B&F,Married,10001-20000,Undergraduate,5,4,Bimonthly
90,2,3,3,3,3,1,1,1,1,1,6,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,40-49,IT,Single,Above 30000,Undergraduate,1,5,Biweekly
91,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,1,Male,Below20,B&F,Divorced,5001-10000,Undergraduate,1,5,Biweekly
92,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
93,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,Female,20-29,B&F,Divorced,20001-30000,Postgraduate,1,5,Bimonthly
94,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,40-49,B&F,Single,5001-10000,Postgraduate,2,5,Bimonthly
95,1,1,2,2,4,1,2,2,2,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,20-29,B&F,Widowed,Below 5000,Postgraduate,2,4,Bimonthly
96,2,2,2,2,6,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,#NULL!,#NULL!,#NULL!,#NULL!,Male,Above50,Others,Married,10001-20000,Postgraduate,3,5,Biweekly
97,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
98,2,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,6,5,2,5,3,4,5,2,5,1,1,1,1,1,1,Male,30-39,IT,Married,Below 5000,Undergraduate,1,4,Biweekly
99,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
101,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
102,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
103,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
104,4,4,2,2,4,4,5,3,2,3,6,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,3,2,4,3,2,3,5,5,5,2,#NULL!,#NULL!,#NULL!,#NULL!,Male,Above50,Health,Married,Above 30000,Undergraduate,1,1,Biweekly
105,1,1,1,1,1,1,1,1,1,1,6,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,Below20,Others,Married,5001-10000,Undergraduate,2,4,Bimonthly
106,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
107,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
108,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Single,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
109,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
110,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
111,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
112,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
113,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
114,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Single,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
115,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Single,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
116,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
117,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
118,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Female,#NULL!,#NULL!,Divorced,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
119,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Married,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
120,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
121,2,1,7,7,7,7,7,7,7,7,7,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,1,2,1,1,1,1,2,2,2,1,7,7,7,7,Male,20-29,Others,Single,10001-20000,Undergraduate,3,4,Bimonthly
122,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,1,2,2,1,1,1,3,2,1,#NULL!,#NULL!,#NULL!,#NULL!,Male,Below20,B&F,Married,Above 30000,Undergraduate,2,4,Monthly
123,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Male,#NULL!,#NULL!,Widowed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
